"","X","pplot","splot","tag","spec","class","yrmort","elev","elevcl","aspcl","asp","soilcl","slopcl","bqudx","bqudy","meas87","p98dbh","p98ht","p10dbh","p10ht","nmaxht98","nsumht98","nsumhtbig98","time","dbh","nmaxdbh","nmaxba","nsumba","nsumba5","nsumbabig","ht","dbhgrowth","bagrowth","htgrowth","stat","cpos","ch","ba","id","mort","dbhclq","htclq","baclq","nmaxht98clq","nsumht98clq","nsumhtbig98clq","nmaxdbhclq","nmaxbaclq","nsumbaclq","nsumba5clq","nsumbabigclq","dbhgrowthclq","bagrowthclq","htgrowthclq","dbhcl","htcl","bacl","nmaxht98cl","nsumht98cl","nsumhtbig98cl","nmaxdbhcl","nmaxbacl","nsumbacl","nsumba5cl","nsumbabigcl","dbhgrowthcl","bagrowthcl","htgrowthcl"
"3439",2211.1998,12,3,361,"BECO","P",2010,1011,"M","E",195,"H","BSLP",9,8,FALSE,FALSE,FALSE,NA,NA,14.9,113.7,53.3,1998,12.7,19,0.02835294,0.1650258918,0.1644501936,0.1423702434,11,-0.0166666666666668,-3.35104000000002e-05,-0.0583333333333333,"ALIVE","i",12.6090909090909,0.0126677166,2211,TRUE,"(10.8,15.8]","(10.7,21.1]","(0.0108,0.0217]","(13.6,14.9]","(110,129]","(49.8,65]","(17.1,19.2]","(0.023,0.029]","(0.157,0.177]","(0.147,0.167]","(0.141,0.162]","[-2.41,0.025]","[-0.00501,1.15e-05]","[-0.583,-0.0172]","(7.34,14.7]","(10.6,13.2]","(1e-05,0.0338]","(13.2,15.9]","(103,155]","(50.2,100]","(14.7,22]","[0,0.0338]","(0.142,0.19]","(0.142,0.189]","(0.142,0.19]",NA,NA,NA
"3440",2212.1998,12,3,373,"ABBA","P",NA,1011,"M","E",195,"H","BSLP",7,7,FALSE,TRUE,FALSE,TRUE,TRUE,14.9,142.3,88.8,1998,12.7,18.1,0.0257304894,0.1521068472,0.1505949522,0.1019873316,8.1,0.183333333333333,0.0003340568,-0.0108333333333334,"ALIVE","o",12.6090909090909,0.0126677166,2212,FALSE,"(10.8,15.8]","(7.6,10.7]","(0.0108,0.0217]","(13.6,14.9]","(129,153]","(81.3,103]","(17.1,19.2]","(0.023,0.029]","(0.141,0.157]","(0.147,0.167]","(0.099,0.12]","(0.15,0.2]","(0.000305,0.000523]","(-0.0172,0.0123]","(7.34,14.7]","(7.93,10.6]","(1e-05,0.0338]","(13.2,15.9]","(103,155]","(50.2,100]","(14.7,22]","[0,0.0338]","(0.142,0.19]","(0.142,0.189]","(0.0949,0.142]","(0.11,0.221]","[0,0.000389]",NA
"3441",2213.1998,12,3,381,"ABBA","P",NA,1011,"M","E",195,"H","BSLP",7,7,FALSE,TRUE,TRUE,TRUE,TRUE,14.9,142.6,104.9,1998,12.7,18.1,0.0257304894,0.1521068472,0.1505949522,0.1019873316,7.8,0.0666666666666666,0.0001288056,0.0333333333333333,"ALIVE","o",12.6090909090909,0.0126677166,2213,FALSE,"(10.8,15.8]","(7.6,10.7]","(0.0108,0.0217]","(13.6,14.9]","(129,153]","(103,137]","(17.1,19.2]","(0.023,0.029]","(0.141,0.157]","(0.147,0.167]","(0.099,0.12]","(0.0545,0.0833]","(0.000124,0.000193]","(0.0123,0.0333]","(7.34,14.7]","(5.28,7.93]","(1e-05,0.0338]","(13.2,15.9]","(103,155]","(100,151]","(14.7,22]","[0,0.0338]","(0.142,0.19]","(0.142,0.189]","(0.0949,0.142]","[0,0.11]","[0,0.000389]","[0,0.0626]"
"3442",2214.1998,12,3,383,"BECO","P",NA,1011,"M","E",195,"H","BSLP",7,7,FALSE,TRUE,TRUE,TRUE,TRUE,14.9,140.3,69.8,1998,8.1,18.1,0.0257304894,0.1596215544,0.1581096594,0.1457239014,10.1,0.0166666666666666,2.09439999999999e-05,0.0249999999999999,"ALIVE","i",12.6090909090909,0.0051530094,2214,FALSE,"(7.8,10.8]","(7.6,10.7]","(0.00353,0.00608]","(13.6,14.9]","(129,153]","(65,81.3]","(17.1,19.2]","(0.023,0.029]","(0.157,0.177]","(0.147,0.167]","(0.141,0.162]","[-2.41,0.025]","(1.15e-05,3.84e-05]","(0.0123,0.0333]","(7.34,14.7]","(7.93,10.6]","(1e-05,0.0338]","(13.2,15.9]","(103,155]","(50.2,100]","(14.7,22]","[0,0.0338]","(0.142,0.19]","(0.142,0.189]","(0.142,0.19]","[0,0.11]","[0,0.000389]","[0,0.0626]"
"3443",2215.1998,12,3,391,"BECO","P",NA,1011,"M","E",195,"H","BSLP",6,9,FALSE,TRUE,TRUE,TRUE,FALSE,13.5,124.2,26.2,1998,15.4,16.9,0.0224318094,0.1502423076,0.1480188402,0.04433583,12.2,0.1,0.0002324784,0.0749999999999999,"ALIVE","c",12.6090909090909,0.0186265464,2215,FALSE,"(10.8,15.8]","(10.7,21.1]","(0.0108,0.0217]","(12.5,13.6]","(110,129]","(15.1,34.4]","(14.4,17.1]","(0.0163,0.023]","(0.141,0.157]","(0.147,0.167]","(0.0398,0.0708]","(0.0833,0.112]","(0.000193,0.000305]","(0.0545,0.0842]","(14.7,22]","(10.6,13.2]","(1e-05,0.0338]","(13.2,15.9]","(103,155]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.142,0.19]","(0.142,0.189]","[0,0.0474]","[0,0.11]","[0,0.000389]","(0.0626,0.125]"
"3444",2217.1998,12,3,421,"BECO","P",2010,1011,"M","E",195,"H","BSLP",8,7,FALSE,FALSE,FALSE,NA,NA,14.9,144.3,129.3,1998,9.4,19,0.02835294,0.1601092878,0.1593584454,0.1377073236,5.3,0,0,-0.583333333333333,"ALIVE","o",12.6090909090909,0.0069397944,2217,TRUE,"(7.8,10.8]","(4.4,5.8]","(0.00608,0.0108]","(13.6,14.9]","(129,153]","(103,137]","(17.1,19.2]","(0.023,0.029]","(0.157,0.177]","(0.147,0.167]","(0.12,0.141]","[-2.41,0.025]","[-0.00501,1.15e-05]","[-0.583,-0.0172]","(7.34,14.7]","(5.28,7.93]","(1e-05,0.0338]","(13.2,15.9]","(103,155]","(100,151]","(14.7,22]","[0,0.0338]","(0.142,0.19]","(0.142,0.189]","(0.0949,0.142]","[0,0.11]","[0,0.000389]",NA
"3445",2220.1998,12,3,467,"ABBA","P",NA,1011,"M","E",195,"H","BSLP",6,7,FALSE,FALSE,TRUE,TRUE,TRUE,16,141.7,127.2,1998,5.4,18.4,0.0265905024,0.1566119016,0.1552288122,0.1552288122,4.2,0,0,0.0258333333333333,"ALIVE","o",12.6090909090909,0.0022902264,2220,FALSE,"(3.93,5.8]","(2.8,4.4]","(0.00212,0.00353]","(14.9,16]","(129,153]","(103,137]","(17.1,19.2]","(0.023,0.029]","(0.141,0.157]","(0.147,0.167]","(0.141,0.162]","[-2.41,0.025]","[-0.00501,1.15e-05]","(0.0123,0.0333]","(1e-05,7.34]","(2.64,5.28]","(1e-05,0.0338]","(15.9,18.5]","(103,155]","(100,151]","(14.7,22]","[0,0.0338]","(0.142,0.19]","(0.142,0.189]","(0.142,0.19]","[0,0.11]","[0,0.000389]","[0,0.0626]"
"3446",2221.1998,12,3,477,"ABBA","P",NA,1011,"M","E",195,"H","BSLP",8,6,FALSE,TRUE,TRUE,TRUE,TRUE,14.9,149.5,123.7,1998,11.5,18.1,0.0257304894,0.1654610034,0.165307065,0.1106008134,8,0.183333333333333,0.0002994992,0.0175,"ALIVE","o",12.6090909090909,0.010386915,2221,FALSE,"(10.8,15.8]","(7.6,10.7]","(0.00608,0.0108]","(13.6,14.9]","(129,153]","(103,137]","(17.1,19.2]","(0.023,0.029]","(0.157,0.177]","(0.147,0.167]","(0.099,0.12]","(0.15,0.2]","(0.000193,0.000305]","(0.0123,0.0333]","(7.34,14.7]","(7.93,10.6]","(1e-05,0.0338]","(13.2,15.9]","(103,155]","(100,151]","(14.7,22]","[0,0.0338]","(0.142,0.19]","(0.142,0.189]","(0.0949,0.142]","(0.11,0.221]","[0,0.000389]","[0,0.0626]"
"3447",2235.1998,12,3,729,"PIRU","P",NA,1011,"M","E",195,"H","BSLP",6,7,FALSE,TRUE,TRUE,TRUE,TRUE,16,137,81,1998,13.5,18.4,0.0265905024,0.144588213,0.1432051236,0.048494523,8.9,0.0999999999999999,0.0002026332,0.1025,"ALIVE","",12.6090909090909,0.014313915,2235,FALSE,"(10.8,15.8]","(7.6,10.7]","(0.0108,0.0217]","(14.9,16]","(129,153]","(65,81.3]","(17.1,19.2]","(0.023,0.029]","(0.141,0.157]","(0.13,0.147]","(0.0398,0.0708]","(0.0833,0.112]","(0.000193,0.000305]","(0.0842,0.125]","(7.34,14.7]","(7.93,10.6]","(1e-05,0.0338]","(15.9,18.5]","(103,155]","(50.2,100]","(14.7,22]","[0,0.0338]","(0.142,0.19]","(0.142,0.189]","(0.0474,0.0949]","[0,0.11]","[0,0.000389]","(0.0626,0.125]"
"3448",2236.1998,12,3,735,"ABBA","P",NA,1011,"M","E",195,"H","BSLP",9,6,FALSE,FALSE,TRUE,TRUE,FALSE,14.9,137.4,88.5,1998,7.3,18.1,0.0257304894,0.1732364634,0.1727455884,0.1705393998,8.5,-0.0666666666666667,-8.06343999999999e-05,0.0925,"ALIVE","o",12.6090909090909,0.0041853966,2236,FALSE,"(5.8,7.8]","(7.6,10.7]","(0.00353,0.00608]","(13.6,14.9]","(129,153]","(81.3,103]","(17.1,19.2]","(0.023,0.029]","(0.157,0.177]","(0.167,0.192]","(0.162,0.19]","[-2.41,0.025]","[-0.00501,1.15e-05]","(0.0842,0.125]","(1e-05,7.34]","(7.93,10.6]","(1e-05,0.0338]","(13.2,15.9]","(103,155]","(50.2,100]","(14.7,22]","[0,0.0338]","(0.142,0.19]","(0.142,0.189]","(0.142,0.19]",NA,NA,"(0.0626,0.125]"
"3449",2237.1998,12,3,741,"BECO","P",NA,1011,"M","E",195,"H","BSLP",8,7,FALSE,TRUE,TRUE,TRUE,TRUE,13.1,134.7,0,1998,18.1,19,0.02835294,0.1413185928,0.1405677504,0.02835294,14.9,0.166666666666667,0.000447678,0.3,"ALIVE","c",12.6090909090909,0.0257304894,2237,FALSE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(12.5,13.6]","(129,153]","[0,15.1]","(17.1,19.2]","(0.023,0.029]","(0.141,0.157]","(0.13,0.147]","[0,0.0398]","(0.15,0.2]","(0.000305,0.000523]","(0.187,0.501]","(14.7,22]","(13.2,15.9]","(1e-05,0.0338]","(10.6,13.2]","(103,155]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.0949,0.142]","(0.0947,0.142]","[0,0.0474]","(0.11,0.221]","(0.000389,0.000778]","(0.25,0.313]"
"3450",2238.1998,12,3,742,"BECO","P",NA,1011,"M","E",195,"H","BSLP",6,8,FALSE,TRUE,FALSE,TRUE,TRUE,12.2,107.4,12.2,1998,13.1,16.7,0.0219040206,0.1180896024,0.116372718,0.054844482,11.9,0.15,0.0002874564,0,"ALIVE","c",12.6090909090909,0.0134782494,2238,FALSE,"(10.8,15.8]","(10.7,21.1]","(0.0108,0.0217]","(11.3,12.5]","(93.5,110]","[0,15.1]","(14.4,17.1]","(0.0163,0.023]","(0.102,0.121]","(0.111,0.13]","(0.0398,0.0708]","(0.112,0.15]","(0.000193,0.000305]","(-0.0172,0.0123]","(7.34,14.7]","(10.6,13.2]","(1e-05,0.0338]","(10.6,13.2]","(103,155]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.0949,0.142]","(0.0947,0.142]","(0.0474,0.0949]","(0.11,0.221]","[0,0.000389]","[0,0.0626]"
"3451",2239.1998,12,3,743,"PIRU","P",NA,1011,"M","E",195,"H","BSLP",6,6,FALSE,TRUE,TRUE,TRUE,TRUE,16,130.9,118,1998,6.3,21,0.03463614,0.1490547828,0.1482308982,0.1336640844,4.1,0.05,4.7124e-05,0.0425,"ALIVE","o",12.6090909090909,0.0031172526,2239,FALSE,"(5.8,7.8]","(2.8,4.4]","(0.00212,0.00353]","(14.9,16]","(129,153]","(103,137]","(19.2,21.3]","(0.029,0.0356]","(0.141,0.157]","(0.147,0.167]","(0.12,0.141]","(0.025,0.0545]","(3.84e-05,7.42e-05]","(0.0333,0.0545]","(1e-05,7.34]","(2.64,5.28]","(1e-05,0.0338]","(15.9,18.5]","(103,155]","(100,151]","(14.7,22]","(0.0338,0.0677]","(0.142,0.19]","(0.142,0.189]","(0.0949,0.142]","[0,0.11]","[0,0.000389]","[0,0.0626]"
"3452",2241.1998,12,3,762,"BECO","P",NA,1011,"M","E",195,"H","BSLP",8,9,FALSE,TRUE,TRUE,TRUE,TRUE,13.5,149,13.5,1998,14.3,19,0.02835294,0.1852735038,0.1842100722,0.0943626684,13.2,0.0583333333333334,0.00012782385,0.15,"ALIVE","c",12.6090909090909,0.0160606446,2241,FALSE,"(10.8,15.8]","(10.7,21.1]","(0.0108,0.0217]","(12.5,13.6]","(129,153]","[0,15.1]","(17.1,19.2]","(0.023,0.029]","(0.177,0.202]","(0.167,0.192]","(0.0708,0.099]","(0.0545,0.0833]","(0.000124,0.000193]","(0.125,0.187]","(7.34,14.7]","(10.6,13.2]","(1e-05,0.0338]","(13.2,15.9]","(103,155]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.142,0.19]","(0.142,0.189]","(0.0474,0.0949]","[0,0.11]","[0,0.000389]","(0.125,0.188]"
"3456",2245.1998,12,3,98603,"ABBA","P",2010,1011,"M","E",195,"H","BSLP",6,7,FALSE,NA,NA,NA,NA,16,140.5,112.5,1998,6.2,18.4,0.0265905024,0.1558830504,0.154499961,0.14965797,5.4,NA,NA,NA,"ALIVE","o",12.6090909090909,0.0030190776,2245,TRUE,"(5.8,7.8]","(4.4,5.8]","(0.00212,0.00353]","(14.9,16]","(129,153]","(103,137]","(17.1,19.2]","(0.023,0.029]","(0.141,0.157]","(0.147,0.167]","(0.141,0.162]",NA,NA,NA,"(1e-05,7.34]","(5.28,7.93]","(1e-05,0.0338]","(15.9,18.5]","(103,155]","(100,151]","(14.7,22]","[0,0.0338]","(0.142,0.19]","(0.142,0.189]","(0.142,0.19]",NA,NA,NA
"3457",2246.1998,12,4,7,"ABBA","P",2010,1011,"M","E",195,"H","BSLP",8,5,FALSE,TRUE,TRUE,NA,NA,12,92.7,92.7,1998,5.3,14.9,0.0174366654,0.100813944,0.100813944,0.100813944,4.3,0.025,2.022405e-05,0.0083333333333333,"ALIVE","o",12.6090909090909,0.0022061886,2246,TRUE,"(3.93,5.8]","(2.8,4.4]","(0.00212,0.00353]","(11.3,12.5]","(77.6,93.5]","(81.3,103]","(14.4,17.1]","(0.0163,0.023]","(0.0686,0.102]","(0.088,0.111]","(0.099,0.12]","[-2.41,0.025]","(1.15e-05,3.84e-05]","(-0.0172,0.0123]","(1e-05,7.34]","(2.64,5.28]","(1e-05,0.0338]","(10.6,13.2]","(51.5,103]","(50.2,100]","(14.7,22]","[0,0.0338]","(0.0949,0.142]","(0.0947,0.142]","(0.0949,0.142]","[0,0.11]","[0,0.000389]","[0,0.0626]"
"3458",2248.1998,12,4,115,"PIRU","P",NA,1011,"M","E",195,"H","BSLP",8,5,FALSE,TRUE,TRUE,TRUE,NA,12,88.7,70.2,1998,10.1,14.9,0.0174366654,0.0950082672,0.0950082672,0.076168092,8.3,0.0416666666666667,6.44682500000001e-05,0.0633333333333334,"ALIVE","o",12.6090909090909,0.0080118654,2248,FALSE,"(7.8,10.8]","(7.6,10.7]","(0.00608,0.0108]","(11.3,12.5]","(77.6,93.5]","(65,81.3]","(14.4,17.1]","(0.0163,0.023]","(0.0686,0.102]","(0.088,0.111]","(0.0708,0.099]","(0.025,0.0545]","(3.84e-05,7.42e-05]","(0.0545,0.0842]","(7.34,14.7]","(7.93,10.6]","(1e-05,0.0338]","(10.6,13.2]","(51.5,103]","(50.2,100]","(14.7,22]","[0,0.0338]","(0.0949,0.142]","(0.0947,0.142]","(0.0474,0.0949]","[0,0.11]","[0,0.000389]","(0.0626,0.125]"
"3460",2253.1998,12,4,305,"ABBA","P",NA,1011,"M","E",195,"H","BSLP",7,4,FALSE,TRUE,TRUE,TRUE,NA,15.7,108.2,90.3,1998,8.7,21,0.03463614,0.1227517368,0.1224721344,0.112410375,6.2,0.283333333333333,0.000311542,0.1775,"ALIVE","o",12.6090909090909,0.0059446926,2253,FALSE,"(7.8,10.8]","(5.8,7.6]","(0.00353,0.00608]","(14.9,16]","(93.5,110]","(81.3,103]","(19.2,21.3]","(0.029,0.0356]","(0.121,0.141]","(0.111,0.13]","(0.099,0.12]","(0.2,0.283]","(0.000305,0.000523]","(0.125,0.187]","(7.34,14.7]","(5.28,7.93]","(1e-05,0.0338]","(13.2,15.9]","(103,155]","(50.2,100]","(14.7,22]","(0.0338,0.0677]","(0.0949,0.142]","(0.0947,0.142]","(0.0949,0.142]","(0.221,0.331]","[0,0.000389]","(0.125,0.188]"
"3461",2255.1998,12,4,311,"BECO","P",NA,1011,"M","E",195,"H","BSLP",9,5,FALSE,TRUE,FALSE,TRUE,NA,11.2,90.2,0,1998,14.9,13.4,0.0141026424,0.0885483522,0.0880574772,0,12,0.15,0.000329868,-0.0166666666666666,"ALIVE","c",12.6090909090909,0.0174366654,2255,FALSE,"(10.8,15.8]","(10.7,21.1]","(0.0108,0.0217]","(9.6,11.3]","(77.6,93.5]","[0,15.1]","[0,14.4]","[0,0.0163]","(0.0686,0.102]","(0.088,0.111]","[0,0.0398]","(0.112,0.15]","(0.000305,0.000523]","(-0.0172,0.0123]","(14.7,22]","(10.6,13.2]","(1e-05,0.0338]","(10.6,13.2]","(51.5,103]","[0,50.2]","(7.34,14.7]","[0,0.0338]","(0.0474,0.0949]","(0.0473,0.0947]","[0,0.0474]","(0.11,0.221]","[0,0.000389]",NA
"3462",2256.1998,12,4,337,"ABBA","P",NA,1011,"M","E",195,"H","BSLP",8,3,FALSE,TRUE,TRUE,TRUE,NA,11.4,82.1,60.9,1998,12.4,12.2,0.0116898936,0.0645669486,0.0633833508,0,7.2,0.25,0.000428043,0.07,"ALIVE","o",12.6090909090909,0.0120763104,2256,FALSE,"(10.8,15.8]","(5.8,7.6]","(0.0108,0.0217]","(11.3,12.5]","(77.6,93.5]","(49.8,65]","[0,14.4]","[0,0.0163]","[0,0.0686]","(0.0577,0.088]","[0,0.0398]","(0.2,0.283]","(0.000305,0.000523]","(0.0545,0.0842]","(7.34,14.7]","(5.28,7.93]","(1e-05,0.0338]","(10.6,13.2]","(51.5,103]","(50.2,100]","(7.34,14.7]","[0,0.0338]","(0.0474,0.0949]","(0.0473,0.0947]","[0,0.0474]","(0.221,0.331]","(0.000389,0.000778]","(0.0626,0.125]"
"3463",2257.1998,12,4,338,"ABBA","P",2010,1011,"M","E",195,"H","BSLP",6,5,FALSE,TRUE,TRUE,NA,NA,16,91.1,16,1998,21,18.4,0.0265905024,0.08969268,0.0881674332,0,15.7,0.291666666666667,0.00088193875,0.216666666666667,"ALIVE","c",12.6090909090909,0.03463614,2257,TRUE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(14.9,16]","(77.6,93.5]","(15.1,34.4]","(17.1,19.2]","(0.023,0.029]","(0.0686,0.102]","(0.088,0.111]","[0,0.0398]","(0.283,0.883]","(0.000523,0.00311]","(0.187,0.501]","(14.7,22]","(13.2,15.9]","(0.0338,0.0677]","(15.9,18.5]","(51.5,103]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.0474,0.0949]","(0.0473,0.0947]","[0,0.0474]","(0.221,0.331]","(0.000778,0.00117]","(0.188,0.25]"
"3464",2258.1998,12,4,339,"BECO","P",2010,1011,"M","E",195,"H","BSLP",9,3,FALSE,TRUE,TRUE,NA,NA,10,71.3,0,1998,10.3,12.4,0.0120763104,0.062729898,0.0618298296,0.0417565764,11.4,0.116666666666667,0.0001759296,0.0333333333333334,"ALIVE","c",12.6090909090909,0.0083323086,2258,TRUE,"(7.8,10.8]","(10.7,21.1]","(0.00608,0.0108]","(9.6,11.3]","(58.6,77.6]","[0,15.1]","[0,14.4]","[0,0.0163]","[0,0.0686]","(0.0577,0.088]","(0.0398,0.0708]","(0.112,0.15]","(0.000124,0.000193]","(0.0123,0.0333]","(7.34,14.7]","(10.6,13.2]","(1e-05,0.0338]","(7.93,10.6]","(51.5,103]","[0,50.2]","(7.34,14.7]","[0,0.0338]","(0.0474,0.0949]","(0.0473,0.0947]","[0,0.0474]","(0.11,0.221]","[0,0.000389]","[0,0.0626]"
"3465",2259.1998,12,4,340,"BECO","P",NA,1011,"M","E",195,"H","BSLP",6,2,FALSE,TRUE,FALSE,FALSE,NA,14.6,116.2,68.1,1998,10.3,21.9,0.0376685694,0.126582918,0.1247867082,0.0924918456,8.3,0.0833333333333333,0.000128282,-0.0416666666666667,"ALIVE","o",12.6090909090909,0.0083323086,2259,FALSE,"(7.8,10.8]","(7.6,10.7]","(0.00608,0.0108]","(13.6,14.9]","(110,129]","(65,81.3]","(21.3,23.6]","(0.0356,0.0437]","(0.121,0.141]","(0.111,0.13]","(0.0708,0.099]","(0.0545,0.0833]","(0.000124,0.000193]","[-0.583,-0.0172]","(7.34,14.7]","(7.93,10.6]","(1e-05,0.0338]","(13.2,15.9]","(103,155]","(50.2,100]","(14.7,22]","(0.0338,0.0677]","(0.0949,0.142]","(0.0947,0.142]","(0.0474,0.0949]","[0,0.11]","[0,0.000389]",NA
"3466",2260.1998,12,4,343,"BECO","P",NA,1011,"M","E",195,"H","BSLP",6,4,FALSE,TRUE,FALSE,TRUE,NA,15.7,95.6,34.3,1998,12.3,21,0.03463614,0.0899762094,0.0875988036,0.03463614,8.3,0.0500000000000001,9.42480000000002e-05,-0.175,"ALIVE","o",12.6090909090909,0.0118823166,2260,FALSE,"(10.8,15.8]","(7.6,10.7]","(0.0108,0.0217]","(14.9,16]","(93.5,110]","(15.1,34.4]","(19.2,21.3]","(0.029,0.0356]","(0.0686,0.102]","(0.0577,0.088]","[0,0.0398]","(0.025,0.0545]","(7.42e-05,0.000124]","[-0.583,-0.0172]","(7.34,14.7]","(7.93,10.6]","(1e-05,0.0338]","(13.2,15.9]","(51.5,103]","[0,50.2]","(14.7,22]","(0.0338,0.0677]","(0.0474,0.0949]","(0.0473,0.0947]","[0,0.0474]","[0,0.11]","[0,0.000389]",NA
"3467",2262.1998,12,4,349,"BECO","P",2010,1011,"M","E",195,"H","BSLP",9,4,FALSE,TRUE,FALSE,NA,NA,12,133.6,72.1,1998,12.2,14.9,0.0174366654,0.1276322124,0.126940275,0.0568888782,8.3,0.0166666666666666,3.16777999999998e-05,-0.191666666666667,"ALIVE","o",12.6090909090909,0.0116898936,2262,TRUE,"(10.8,15.8]","(7.6,10.7]","(0.0108,0.0217]","(11.3,12.5]","(129,153]","(65,81.3]","(14.4,17.1]","(0.0163,0.023]","(0.121,0.141]","(0.111,0.13]","(0.0398,0.0708]","[-2.41,0.025]","(1.15e-05,3.84e-05]","[-0.583,-0.0172]","(7.34,14.7]","(7.93,10.6]","(1e-05,0.0338]","(10.6,13.2]","(103,155]","(50.2,100]","(14.7,22]","[0,0.0338]","(0.0949,0.142]","(0.0947,0.142]","(0.0474,0.0949]","[0,0.11]","[0,0.000389]",NA
"3468",2263.1998,12,4,350,"ABBA","P",2010,1011,"M","E",195,"H","BSLP",6,2,FALSE,TRUE,TRUE,NA,NA,13.2,109.9,0,1998,21.9,16.1,0.0203583534,0.0972466572,0.0954504474,0,14.6,0.233333333333333,0.000751366,0.133333333333333,"ALIVE","c",12.6090909090909,0.0376685694,2263,TRUE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(12.5,13.6]","(110,129]","[0,15.1]","(14.4,17.1]","(0.0163,0.023]","(0.0686,0.102]","(0.088,0.111]","[0,0.0398]","(0.2,0.283]","(0.000523,0.00311]","(0.125,0.187]","(14.7,22]","(13.2,15.9]","(0.0338,0.0677]","(10.6,13.2]","(103,155]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.0949,0.142]","(0.0947,0.142]","[0,0.0474]","(0.221,0.331]","(0.000389,0.000778]","(0.125,0.188]"
"3469",2264.1998,12,4,351,"ABBA","P",2010,1011,"M","E",195,"H","BSLP",8,3,FALSE,TRUE,FALSE,NA,NA,11.4,82,53.6,1998,10.5,12.4,0.0120763104,0.067984224,0.0668006262,0.0329271096,7.3,0.0666666666666667,0.0001057672,-0.233333333333333,"ALIVE","i",12.6090909090909,0.008659035,2264,TRUE,"(7.8,10.8]","(5.8,7.6]","(0.00608,0.0108]","(11.3,12.5]","(77.6,93.5]","(49.8,65]","[0,14.4]","[0,0.0163]","[0,0.0686]","(0.0577,0.088]","[0,0.0398]","(0.0545,0.0833]","(7.42e-05,0.000124]","[-0.583,-0.0172]","(7.34,14.7]","(5.28,7.93]","(1e-05,0.0338]","(10.6,13.2]","(51.5,103]","(50.2,100]","(7.34,14.7]","[0,0.0338]","(0.0474,0.0949]","(0.0473,0.0947]","[0,0.0474]","[0,0.11]","[0,0.000389]",NA
"3470",2266.1998,12,4,359,"ABBA","P",NA,1011,"M","E",195,"H","BSLP",6,4,FALSE,TRUE,TRUE,TRUE,NA,15.7,97.7,71.7,1998,9.3,21,0.03463614,0.0950656014,0.0926881956,0.0703105788,6.2,0.2,0.0002544696,0.165,"ALIVE","o",12.6090909090909,0.0067929246,2266,FALSE,"(7.8,10.8]","(5.8,7.6]","(0.00608,0.0108]","(14.9,16]","(93.5,110]","(65,81.3]","(19.2,21.3]","(0.029,0.0356]","(0.0686,0.102]","(0.088,0.111]","(0.0398,0.0708]","(0.15,0.2]","(0.000193,0.000305]","(0.125,0.187]","(7.34,14.7]","(5.28,7.93]","(1e-05,0.0338]","(13.2,15.9]","(51.5,103]","(50.2,100]","(14.7,22]","(0.0338,0.0677]","(0.0949,0.142]","(0.0473,0.0947]","(0.0474,0.0949]","(0.11,0.221]","[0,0.000389]","(0.125,0.188]"
"3471",2268.1998,12,4,362,"ABBA","P",NA,1011,"M","E",195,"H","BSLP",9,5,FALSE,TRUE,TRUE,TRUE,NA,12,92.9,33.1,1998,10.5,14.9,0.0174366654,0.0973259826,0.0968351076,0.0668893764,9.3,0.125,0.00019144125,0.105833333333333,"ALIVE","o",12.6090909090909,0.008659035,2268,FALSE,"(7.8,10.8]","(7.6,10.7]","(0.00608,0.0108]","(11.3,12.5]","(77.6,93.5]","(15.1,34.4]","(14.4,17.1]","(0.0163,0.023]","(0.0686,0.102]","(0.088,0.111]","(0.0398,0.0708]","(0.112,0.15]","(0.000124,0.000193]","(0.0842,0.125]","(7.34,14.7]","(7.93,10.6]","(1e-05,0.0338]","(10.6,13.2]","(51.5,103]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.0949,0.142]","(0.0947,0.142]","(0.0474,0.0949]","(0.11,0.221]","[0,0.000389]","(0.0626,0.125]"
"3472",2269.1998,12,4,363,"BECO","P",2010,1011,"M","E",195,"H","BSLP",9,3,FALSE,TRUE,FALSE,NA,NA,11.4,74.9,37.8,1998,9.4,12.4,0.0120763104,0.0641224122,0.0632223438,0.050088885,7.8,0.0166666666666668,2.43474000000001e-05,-0.233333333333333,"ALIVE","o",12.6090909090909,0.0069397944,2269,TRUE,"(7.8,10.8]","(7.6,10.7]","(0.00608,0.0108]","(11.3,12.5]","(58.6,77.6]","(34.4,49.8]","[0,14.4]","[0,0.0163]","[0,0.0686]","(0.0577,0.088]","(0.0398,0.0708]","[-2.41,0.025]","(1.15e-05,3.84e-05]","[-0.583,-0.0172]","(7.34,14.7]","(5.28,7.93]","(1e-05,0.0338]","(10.6,13.2]","(51.5,103]","[0,50.2]","(7.34,14.7]","[0,0.0338]","(0.0474,0.0949]","(0.0473,0.0947]","(0.0474,0.0949]","[0,0.11]","[0,0.000389]",NA
